id,batch_id,inspection_time,result,severity,sample_size,failed_units,observed_defect_rate,source_ref,supplier_name,component_name,product_id,order_id,inspector,failure_mode
QI-ORD-2024-102241-CMOS图像传感器,BATCH-华为海思_HISILICON-202410,2024-10-04 05:08:00,WARN,medium,202,1,0.00495,SRC-QI-ORD-2024-102241,华为海思 (HiSilicon),CMOS图像传感器,SKU-AE-C01,ORD-2024-102241,Line-QA-A,sensor_noise
QI-ORD-2024-102242-PCB印刷电路板,BATCH-北方华创_NAURA-202404,2024-04-17 23:19:00,FAIL,high,198,2,0.01010,SRC-QI-ORD-2024-102242,北方华创 (NAURA),PCB印刷电路板,SKU-ST-S01,ORD-2024-102242,Line-QA-A,functional_drift
QI-ORD-2024-102243-散热模组,BATCH-中芯国际_SMIC-202405,2024-05-25 12:59:00,FAIL,high,195,1,0.00513,SRC-QI-ORD-2024-102243,中芯国际 (SMIC),散热模组,SKU-AE-C01,ORD-2024-102243,Line-QA-A,display_mura
QI-ORD-2024-102244-OLED柔性屏,BATCH-北方华创_NAURA-202309,2023-09-01 19:07:00,WARN,medium,209,1,0.00478,SRC-QI-ORD-2024-102244,北方华创 (NAURA),OLED柔性屏,SKU-ST-M01,ORD-2024-102244,Line-QA-A,display_mura
QI-ORD-2024-102246-硅晶圆,BATCH-北方华创_NAURA-202308,2023-08-16 22:49:00,FAIL,high,178,1,0.00562,SRC-QI-ORD-2024-102246,北方华创 (NAURA),硅晶圆,SKU-AE-M01,ORD-2024-102246,Factory-QA-7,functional_drift
QI-ORD-2024-102247-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202402,2024-02-01 07:28:00,FAIL,high,140,2,0.01429,SRC-QI-ORD-2024-102247,立讯精密 (Luxshare),PCB印刷电路板,SKU-WE-V01,ORD-2024-102247,Line-QA-B,functional_drift
QI-ORD-2024-102248-CMOS图像传感器,BATCH-闻泰科技_WINGTECH-202307,2023-07-19 01:24:00,FAIL,high,140,1,0.00714,SRC-QI-ORD-2024-102248,闻泰科技 (Wingtech),CMOS图像传感器,SKU-AE-M01,ORD-2024-102248,Line-QA-B,sensor_noise
QI-ORD-2024-102249-散热模组,BATCH-歌尔股份_GOERTEK-202404,2024-04-27 04:02:00,FAIL,high,115,1,0.00870,SRC-QI-ORD-2024-102249,歌尔股份 (Goertek),散热模组,SKU-WE-V01,ORD-2024-102249,Line-QA-B,connector_shift
QI-ORD-2024-102250-聚合物锂电池,BATCH-京东方_BOE-202312,2023-12-01 07:13:00,FAIL,high,101,1,0.00990,SRC-QI-ORD-2024-102250,京东方 (BOE),聚合物锂电池,SKU-ST-S01,ORD-2024-102250,Factory-QA-7,capacity_drift
QI-ORD-2024-102252-聚合物锂电池,BATCH-歌尔股份_GOERTEK-202406,2024-06-14 13:15:00,FAIL,high,144,1,0.00694,SRC-QI-ORD-2024-102252,歌尔股份 (Goertek),聚合物锂电池,SKU-AE-M01,ORD-2024-102252,Line-QA-A,capacity_drift
QI-ORD-2024-102253-硅晶圆,BATCH-立讯精密_LUXSHARE-202405,2024-05-26 05:17:00,FAIL,high,165,1,0.00606,SRC-QI-ORD-2024-102253,立讯精密 (Luxshare),硅晶圆,SKU-WE-W01,ORD-2024-102253,Line-QA-A,functional_drift
QI-ORD-2024-102254-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202403,2024-03-12 12:41:00,FAIL,high,85,1,0.01176,SRC-QI-ORD-2024-102254,立讯精密 (Luxshare),PCB印刷电路板,SKU-AE-C01,ORD-2024-102254,Line-QA-B,display_mura
QI-ORD-2024-102255-闪存颗粒,BATCH-闻泰科技_WINGTECH-202402,2024-03-01 23:04:00,WARN,medium,176,1,0.00568,SRC-QI-ORD-2024-102255,闻泰科技 (Wingtech),闪存颗粒,SKU-WE-V01,ORD-2024-102255,Factory-QA-7,functional_drift
QI-ORD-2024-102256-主控芯片,BATCH-歌尔股份_GOERTEK-202309,2023-09-12 19:11:00,FAIL,high,106,1,0.00943,SRC-QI-ORD-2024-102256,歌尔股份 (Goertek),主控芯片,SKU-CE-P01,ORD-2024-102256,Line-QA-A,functional_drift
QI-ORD-2024-102257-聚合物锂电池,BATCH-韦尔股份_WILLSEMI-202406,2024-06-07 08:50:00,FAIL,high,156,1,0.00641,SRC-QI-ORD-2024-102257,韦尔股份 (Willsemi),聚合物锂电池,SKU-CE-P01,ORD-2024-102257,Line-QA-A,capacity_drift
QI-ORD-2024-102258-主控芯片,BATCH-北方华创_NAURA-202402,2024-02-02 21:02:00,FAIL,high,143,2,0.01399,SRC-QI-ORD-2024-102258,北方华创 (NAURA),主控芯片,SKU-ST-M01,ORD-2024-102258,Line-QA-B,functional_drift
QI-ORD-2024-102260-光学镜头,BATCH-闻泰科技_WINGTECH-202309,2023-09-27 16:10:00,FAIL,high,169,1,0.00592,SRC-QI-ORD-2024-102260,闻泰科技 (Wingtech),光学镜头,SKU-ST-S01,ORD-2024-102260,Factory-QA-7,functional_drift
QI-ORD-2024-102261-光学镜头,BATCH-长江存储_YMTC-202408,2024-08-02 20:05:00,FAIL,high,114,1,0.00877,SRC-QI-ORD-2024-102261,长江存储 (YMTC),光学镜头,SKU-AE-M01,ORD-2024-102261,Line-QA-B,functional_drift
QI-ORD-2024-102262-PCB印刷电路板,BATCH-北方华创_NAURA-202306,2023-06-09 20:29:00,FAIL,high,151,1,0.00662,SRC-QI-ORD-2024-102262,北方华创 (NAURA),PCB印刷电路板,SKU-CE-L01,ORD-2024-102262,Line-QA-A,functional_drift
QI-ORD-2024-102263-光学镜头,BATCH-紫光展锐_UNISOC-202308,2023-08-04 09:48:00,WARN,medium,167,1,0.00599,SRC-QI-ORD-2024-102263,紫光展锐 (UNISOC),光学镜头,SKU-AE-C01,ORD-2024-102263,Line-QA-A,display_mura
QI-ORD-2024-102264-PCB印刷电路板,BATCH-华为海思_HISILICON-202407,2024-07-11 23:05:00,FAIL,high,122,1,0.00820,SRC-QI-ORD-2024-102264,华为海思 (HiSilicon),PCB印刷电路板,SKU-WE-V01,ORD-2024-102264,Factory-QA-7,functional_drift
QI-ORD-2024-102265-PCB印刷电路板,BATCH-歌尔股份_GOERTEK-202405,2024-05-27 17:00:00,FAIL,high,193,2,0.01036,SRC-QI-ORD-2024-102265,歌尔股份 (Goertek),PCB印刷电路板,SKU-WE-W01,ORD-2024-102265,Factory-QA-7,functional_drift
QI-ORD-2024-102266-闪存颗粒,BATCH-紫光展锐_UNISOC-202312,2023-12-04 05:55:00,FAIL,high,82,1,0.01220,SRC-QI-ORD-2024-102266,紫光展锐 (UNISOC),闪存颗粒,SKU-WE-V01,ORD-2024-102266,Factory-QA-7,functional_drift
QI-ORD-2024-102267-硅晶圆,BATCH-比亚迪半导体_BYD-202309,2023-09-15 14:06:00,FAIL,high,153,1,0.00654,SRC-QI-ORD-2024-102267,比亚迪半导体 (BYD),硅晶圆,SKU-AE-C01,ORD-2024-102267,Line-QA-A,display_mura
QI-ORD-2024-102268-散热模组,BATCH-中芯国际_SMIC-202404,2024-04-04 03:21:00,FAIL,high,155,1,0.00645,SRC-QI-ORD-2024-102268,中芯国际 (SMIC),散热模组,SKU-ST-M01,ORD-2024-102268,Line-QA-B,connector_shift
QI-ORD-2024-102269-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202311,2023-11-14 18:51:00,WARN,medium,193,1,0.00518,SRC-QI-ORD-2024-102269,立讯精密 (Luxshare),CMOS图像传感器,SKU-CE-P01,ORD-2024-102269,Line-QA-A,sensor_noise
QI-ORD-2024-102270-硅晶圆,BATCH-闻泰科技_WINGTECH-202312,2023-12-17 06:43:00,FAIL,high,212,3,0.01415,SRC-QI-ORD-2024-102270,闻泰科技 (Wingtech),硅晶圆,SKU-ST-M01,ORD-2024-102270,Factory-QA-7,functional_drift
QI-ORD-2024-102271-聚合物锂电池,BATCH-北方华创_NAURA-202410,2024-10-03 17:36:00,FAIL,high,120,1,0.00833,SRC-QI-ORD-2024-102271,北方华创 (NAURA),聚合物锂电池,SKU-WE-V01,ORD-2024-102271,Factory-QA-7,capacity_drift
QI-ORD-2024-102272-闪存颗粒,BATCH-中芯国际_SMIC-202306,2023-06-17 08:11:00,FAIL,high,203,1,0.00493,SRC-QI-ORD-2024-102272,中芯国际 (SMIC),闪存颗粒,SKU-CE-L01,ORD-2024-102272,Factory-QA-7,functional_drift
QI-ORD-2024-102273-散热模组,BATCH-韦尔股份_WILLSEMI-202306,2023-06-06 22:44:00,FAIL,high,167,1,0.00599,SRC-QI-ORD-2024-102273,韦尔股份 (Willsemi),散热模组,SKU-ST-M01,ORD-2024-102273,Factory-QA-7,connector_shift
QI-ORD-2024-102274-CMOS图像传感器,BATCH-闻泰科技_WINGTECH-202402,2024-02-05 15:47:00,FAIL,high,103,1,0.00971,SRC-QI-ORD-2024-102274,闻泰科技 (Wingtech),CMOS图像传感器,SKU-WE-V01,ORD-2024-102274,Factory-QA-7,sensor_noise
QI-ORD-2024-102275-散热模组,BATCH-紫光展锐_UNISOC-202308,2023-08-22 01:38:00,FAIL,high,85,1,0.01176,SRC-QI-ORD-2024-102275,紫光展锐 (UNISOC),散热模组,SKU-WE-V01,ORD-2024-102275,Line-QA-A,connector_shift
QI-ORD-2024-102276-PCB印刷电路板,BATCH-闻泰科技_WINGTECH-202408,2024-08-11 20:51:00,FAIL,high,131,1,0.00763,SRC-QI-ORD-2024-102276,闻泰科技 (Wingtech),PCB印刷电路板,SKU-WE-V01,ORD-2024-102276,Line-QA-B,functional_drift
QI-ORD-2024-102277-光学镜头,BATCH-京东方_BOE-202401,2024-01-18 17:51:00,FAIL,high,180,1,0.00556,SRC-QI-ORD-2024-102277,京东方 (BOE),光学镜头,SKU-ST-S01,ORD-2024-102277,Line-QA-A,functional_drift
QI-ORD-2024-102278-PCB印刷电路板,BATCH-北方华创_NAURA-202311,2023-11-02 19:46:00,FAIL,high,155,1,0.00645,SRC-QI-ORD-2024-102278,北方华创 (NAURA),PCB印刷电路板,SKU-WE-W01,ORD-2024-102278,Line-QA-B,functional_drift
QI-ORD-2024-102279-光学镜头,BATCH-华为海思_HISILICON-202311,2023-11-02 01:07:00,FAIL,high,166,1,0.00602,SRC-QI-ORD-2024-102279,华为海思 (HiSilicon),光学镜头,SKU-AE-C01,ORD-2024-102279,Factory-QA-7,display_mura
QI-ORD-2024-102280-硅晶圆,BATCH-韦尔股份_WILLSEMI-202312,2023-12-29 12:55:00,FAIL,high,208,1,0.00481,SRC-QI-ORD-2024-102280,韦尔股份 (Willsemi),硅晶圆,SKU-AE-M01,ORD-2024-102280,Line-QA-B,functional_drift
QI-ORD-2024-102281-硅晶圆,BATCH-歌尔股份_GOERTEK-202404,2024-04-30 08:22:00,FAIL,high,166,1,0.00602,SRC-QI-ORD-2024-102281,歌尔股份 (Goertek),硅晶圆,SKU-WE-W01,ORD-2024-102281,Line-QA-A,functional_drift
QI-ORD-2024-102282-主控芯片,BATCH-华为海思_HISILICON-202401,2024-01-18 03:03:00,FAIL,high,84,1,0.01190,SRC-QI-ORD-2024-102282,华为海思 (HiSilicon),主控芯片,SKU-ST-S01,ORD-2024-102282,Line-QA-B,functional_drift
QI-ORD-2024-102283-光学镜头,BATCH-紫光展锐_UNISOC-202306,2023-06-12 13:32:00,FAIL,high,192,2,0.01042,SRC-QI-ORD-2024-102283,紫光展锐 (UNISOC),光学镜头,SKU-AE-M01,ORD-2024-102283,Line-QA-A,functional_drift
QI-ORD-2024-102284-CMOS图像传感器,BATCH-歌尔股份_GOERTEK-202402,2024-02-04 11:22:00,FAIL,high,196,2,0.01020,SRC-QI-ORD-2024-102284,歌尔股份 (Goertek),CMOS图像传感器,SKU-CE-L01,ORD-2024-102284,Line-QA-B,sensor_noise
QI-ORD-2024-102286-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202312,2023-12-01 07:51:00,FAIL,high,110,2,0.01818,SRC-QI-ORD-2024-102286,立讯精密 (Luxshare),PCB印刷电路板,SKU-CE-P01,ORD-2024-102286,Factory-QA-7,functional_drift
QI-ORD-2024-102287-硅晶圆,BATCH-华为海思_HISILICON-202405,2024-05-21 04:16:00,WARN,medium,177,1,0.00565,SRC-QI-ORD-2024-102287,华为海思 (HiSilicon),硅晶圆,SKU-WE-V01,ORD-2024-102287,Factory-QA-7,functional_drift
QI-ORD-2024-102288-主控芯片,BATCH-长江存储_YMTC-202308,2023-08-07 10:45:00,WARN,medium,214,1,0.00467,SRC-QI-ORD-2024-102288,长江存储 (YMTC),主控芯片,SKU-ST-S01,ORD-2024-102288,Line-QA-B,functional_drift
QI-ORD-2024-102289-硅晶圆,BATCH-比亚迪半导体_BYD-202307,2023-06-30 10:20:00,FAIL,high,86,1,0.01163,SRC-QI-ORD-2024-102289,比亚迪半导体 (BYD),硅晶圆,SKU-CE-P01,ORD-2024-102289,Line-QA-A,functional_drift
QI-ORD-2024-102290-主控芯片,BATCH-紫光展锐_UNISOC-202311,2023-11-11 17:09:00,FAIL,high,113,1,0.00885,SRC-QI-ORD-2024-102290,紫光展锐 (UNISOC),主控芯片,SKU-ST-M01,ORD-2024-102290,Factory-QA-7,functional_drift
QI-ORD-2024-102291-闪存颗粒,BATCH-中芯国际_SMIC-202306,2023-06-08 02:16:00,FAIL,high,86,1,0.01163,SRC-QI-ORD-2024-102291,中芯国际 (SMIC),闪存颗粒,SKU-CE-P01,ORD-2024-102291,Line-QA-B,functional_drift
QI-ORD-2024-102292-PCB印刷电路板,BATCH-紫光展锐_UNISOC-202308,2023-08-29 05:08:00,FAIL,high,134,1,0.00746,SRC-QI-ORD-2024-102292,紫光展锐 (UNISOC),PCB印刷电路板,SKU-WE-W01,ORD-2024-102292,Line-QA-A,functional_drift
QI-ORD-2024-102293-聚合物锂电池,BATCH-紫光展锐_UNISOC-202308,2023-08-13 21:29:00,FAIL,high,215,1,0.00465,SRC-QI-ORD-2024-102293,紫光展锐 (UNISOC),聚合物锂电池,SKU-AE-C01,ORD-2024-102293,Line-QA-B,display_mura
QI-ORD-2024-102294-聚合物锂电池,BATCH-长江存储_YMTC-202311,2023-11-21 00:35:00,FAIL,high,103,1,0.00971,SRC-QI-ORD-2024-102294,长江存储 (YMTC),聚合物锂电池,SKU-ST-S01,ORD-2024-102294,Line-QA-B,capacity_drift
QI-ORD-2024-102295-闪存颗粒,BATCH-比亚迪半导体_BYD-202404,2024-04-24 15:35:00,FAIL,high,137,1,0.00730,SRC-QI-ORD-2024-102295,比亚迪半导体 (BYD),闪存颗粒,SKU-WE-V01,ORD-2024-102295,Line-QA-B,functional_drift
QI-ORD-2024-102296-散热模组,BATCH-立讯精密_LUXSHARE-202405,2024-05-15 16:07:00,FAIL,high,140,1,0.00714,SRC-QI-ORD-2024-102296,立讯精密 (Luxshare),散热模组,SKU-WE-W01,ORD-2024-102296,Factory-QA-7,connector_shift
QI-ORD-2024-102297-硅晶圆,BATCH-紫光展锐_UNISOC-202306,2023-06-28 00:37:00,FAIL,high,91,1,0.01099,SRC-QI-ORD-2024-102297,紫光展锐 (UNISOC),硅晶圆,SKU-ST-S01,ORD-2024-102297,Line-QA-A,functional_drift
QI-ORD-2024-102298-闪存颗粒,BATCH-华为海思_HISILICON-202406,2024-06-16 20:12:00,FAIL,high,116,1,0.00862,SRC-QI-ORD-2024-102298,华为海思 (HiSilicon),闪存颗粒,SKU-ST-M01,ORD-2024-102298,Factory-QA-7,functional_drift
QI-ORD-2024-102300-硅晶圆,BATCH-长江存储_YMTC-202306,2023-06-23 00:07:00,FAIL,high,124,1,0.00806,SRC-QI-ORD-2024-102300,长江存储 (YMTC),硅晶圆,SKU-ST-S01,ORD-2024-102300,Line-QA-B,functional_drift
QI-ORD-2024-102301-主控芯片,BATCH-长江存储_YMTC-202312,2023-12-08 14:09:00,FAIL,high,123,1,0.00813,SRC-QI-ORD-2024-102301,长江存储 (YMTC),主控芯片,SKU-WE-V01,ORD-2024-102301,Factory-QA-7,functional_drift
QI-ORD-2024-102302-主控芯片,BATCH-韦尔股份_WILLSEMI-202406,2024-06-07 20:33:00,FAIL,high,106,1,0.00943,SRC-QI-ORD-2024-102302,韦尔股份 (Willsemi),主控芯片,SKU-AE-C01,ORD-2024-102302,Line-QA-A,display_mura
QI-ORD-2024-102303-闪存颗粒,BATCH-闻泰科技_WINGTECH-202311,2023-11-26 19:46:00,FAIL,high,215,1,0.00465,SRC-QI-ORD-2024-102303,闻泰科技 (Wingtech),闪存颗粒,SKU-ST-S01,ORD-2024-102303,Factory-QA-7,functional_drift
QI-ORD-2024-102304-硅晶圆,BATCH-紫光展锐_UNISOC-202409,2024-09-08 15:22:00,WARN,medium,181,1,0.00552,SRC-QI-ORD-2024-102304,紫光展锐 (UNISOC),硅晶圆,SKU-ST-M01,ORD-2024-102304,Factory-QA-7,functional_drift
QI-ORD-2024-102305-主控芯片,BATCH-北方华创_NAURA-202307,2023-07-03 08:40:00,FAIL,high,99,1,0.01010,SRC-QI-ORD-2024-102305,北方华创 (NAURA),主控芯片,SKU-CE-L01,ORD-2024-102305,Line-QA-A,functional_drift
QI-ORD-2024-102307-硅晶圆,BATCH-韦尔股份_WILLSEMI-202408,2024-08-13 06:33:00,FAIL,high,131,1,0.00763,SRC-QI-ORD-2024-102307,韦尔股份 (Willsemi),硅晶圆,SKU-WE-V01,ORD-2024-102307,Line-QA-A,functional_drift
QI-ORD-2024-102308-PCB印刷电路板,BATCH-紫光展锐_UNISOC-202406,2024-06-15 21:15:00,WARN,medium,189,1,0.00529,SRC-QI-ORD-2024-102308,紫光展锐 (UNISOC),PCB印刷电路板,SKU-WE-V01,ORD-2024-102308,Line-QA-A,functional_drift
QI-ORD-2024-102310-聚合物锂电池,BATCH-京东方_BOE-202403,2024-03-06 18:56:00,FAIL,high,89,1,0.01124,SRC-QI-ORD-2024-102310,京东方 (BOE),聚合物锂电池,SKU-CE-L01,ORD-2024-102310,Factory-QA-7,capacity_drift
QI-ORD-2024-102311-CMOS图像传感器,BATCH-闻泰科技_WINGTECH-202406,2024-06-18 20:32:00,WARN,medium,193,1,0.00518,SRC-QI-ORD-2024-102311,闻泰科技 (Wingtech),CMOS图像传感器,SKU-CE-P01,ORD-2024-102311,Line-QA-B,sensor_noise
QI-ORD-2024-102312-闪存颗粒,BATCH-紫光展锐_UNISOC-202405,2024-05-26 00:22:00,FAIL,high,112,1,0.00893,SRC-QI-ORD-2024-102312,紫光展锐 (UNISOC),闪存颗粒,SKU-CE-L01,ORD-2024-102312,Factory-QA-7,functional_drift
QI-ORD-2024-102313-OLED柔性屏,BATCH-中芯国际_SMIC-202405,2024-05-21 07:01:00,FAIL,high,92,1,0.01087,SRC-QI-ORD-2024-102313,中芯国际 (SMIC),OLED柔性屏,SKU-CE-P01,ORD-2024-102313,Line-QA-A,display_mura
QI-ORD-2024-102314-散热模组,BATCH-紫光展锐_UNISOC-202309,2023-09-23 04:45:00,WARN,medium,203,1,0.00493,SRC-QI-ORD-2024-102314,紫光展锐 (UNISOC),散热模组,SKU-CE-L01,ORD-2024-102314,Line-QA-A,connector_shift
QI-ORD-2024-102315-主控芯片,BATCH-华为海思_HISILICON-202405,2024-05-16 14:59:00,FAIL,high,96,1,0.01042,SRC-QI-ORD-2024-102315,华为海思 (HiSilicon),主控芯片,SKU-AE-M01,ORD-2024-102315,Line-QA-B,functional_drift
QI-ORD-2024-102316-PCB印刷电路板,BATCH-长江存储_YMTC-202405,2024-05-16 01:39:00,FAIL,high,164,2,0.01220,SRC-QI-ORD-2024-102316,长江存储 (YMTC),PCB印刷电路板,SKU-ST-S01,ORD-2024-102316,Line-QA-A,functional_drift
QI-ORD-2024-102317-OLED柔性屏,BATCH-比亚迪半导体_BYD-202408,2024-08-07 04:37:00,FAIL,high,143,1,0.00699,SRC-QI-ORD-2024-102317,比亚迪半导体 (BYD),OLED柔性屏,SKU-AE-C01,ORD-2024-102317,Line-QA-B,display_mura
QI-ORD-2024-102318-光学镜头,BATCH-比亚迪半导体_BYD-202408,2024-08-05 11:44:00,WARN,medium,170,1,0.00588,SRC-QI-ORD-2024-102318,比亚迪半导体 (BYD),光学镜头,SKU-ST-S01,ORD-2024-102318,Line-QA-B,functional_drift
QI-ORD-2024-102320-闪存颗粒,BATCH-华为海思_HISILICON-202402,2024-02-01 09:42:00,WARN,medium,220,1,0.00455,SRC-QI-ORD-2024-102320,华为海思 (HiSilicon),闪存颗粒,SKU-WE-W01,ORD-2024-102320,Line-QA-B,functional_drift
QI-ORD-2024-102321-CMOS图像传感器,BATCH-闻泰科技_WINGTECH-202406,2024-06-03 19:53:00,FAIL,high,217,2,0.00922,SRC-QI-ORD-2024-102321,闻泰科技 (Wingtech),CMOS图像传感器,SKU-ST-S01,ORD-2024-102321,Line-QA-B,sensor_noise
QI-ORD-2024-102322-PCB印刷电路板,BATCH-北方华创_NAURA-202309,2023-09-17 01:39:00,FAIL,high,115,1,0.00870,SRC-QI-ORD-2024-102322,北方华创 (NAURA),PCB印刷电路板,SKU-AE-C01,ORD-2024-102322,Factory-QA-7,display_mura
QI-ORD-2024-102323-主控芯片,BATCH-紫光展锐_UNISOC-202312,2023-12-16 11:59:00,FAIL,high,152,2,0.01316,SRC-QI-ORD-2024-102323,紫光展锐 (UNISOC),主控芯片,SKU-WE-W01,ORD-2024-102323,Factory-QA-7,functional_drift
QI-ORD-2024-102326-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202408,2024-08-11 23:17:00,WARN,medium,207,1,0.00483,SRC-QI-ORD-2024-102326,立讯精密 (Luxshare),CMOS图像传感器,SKU-WE-W01,ORD-2024-102326,Line-QA-A,sensor_noise
QI-ORD-2024-102328-散热模组,BATCH-长江存储_YMTC-202405,2024-05-08 05:50:00,FAIL,high,115,1,0.00870,SRC-QI-ORD-2024-102328,长江存储 (YMTC),散热模组,SKU-CE-P01,ORD-2024-102328,Line-QA-A,connector_shift
QI-ORD-2024-102329-PCB印刷电路板,BATCH-京东方_BOE-202310,2023-10-28 06:15:00,FAIL,high,151,2,0.01325,SRC-QI-ORD-2024-102329,京东方 (BOE),PCB印刷电路板,SKU-CE-P01,ORD-2024-102329,Line-QA-B,functional_drift
QI-ORD-2024-102330-硅晶圆,BATCH-韦尔股份_WILLSEMI-202408,2024-08-27 06:54:00,FAIL,high,220,1,0.00455,SRC-QI-ORD-2024-102330,韦尔股份 (Willsemi),硅晶圆,SKU-CE-L01,ORD-2024-102330,Line-QA-A,functional_drift
QI-ORD-2024-102331-散热模组,BATCH-北方华创_NAURA-202407,2024-07-10 05:48:00,FAIL,high,88,1,0.01136,SRC-QI-ORD-2024-102331,北方华创 (NAURA),散热模组,SKU-CE-L01,ORD-2024-102331,Line-QA-A,connector_shift
QI-ORD-2024-102332-CMOS图像传感器,BATCH-长江存储_YMTC-202307,2023-07-09 16:00:00,WARN,medium,169,1,0.00592,SRC-QI-ORD-2024-102332,长江存储 (YMTC),CMOS图像传感器,SKU-AE-C01,ORD-2024-102332,Line-QA-A,sensor_noise
QI-ORD-2024-102333-PCB印刷电路板,BATCH-闻泰科技_WINGTECH-202309,2023-09-20 07:10:00,FAIL,high,172,1,0.00581,SRC-QI-ORD-2024-102333,闻泰科技 (Wingtech),PCB印刷电路板,SKU-AE-C01,ORD-2024-102333,Line-QA-A,display_mura
QI-ORD-2024-102334-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202310,2023-10-10 21:06:00,FAIL,high,85,1,0.01176,SRC-QI-ORD-2024-102334,立讯精密 (Luxshare),PCB印刷电路板,SKU-AE-M01,ORD-2024-102334,Factory-QA-7,functional_drift
QI-ORD-2024-102335-闪存颗粒,BATCH-歌尔股份_GOERTEK-202310,2023-10-14 11:50:00,WARN,medium,174,1,0.00575,SRC-QI-ORD-2024-102335,歌尔股份 (Goertek),闪存颗粒,SKU-AE-C01,ORD-2024-102335,Line-QA-B,display_mura
QI-ORD-2024-102336-OLED柔性屏,BATCH-长江存储_YMTC-202310,2023-10-27 02:23:00,FAIL,high,174,2,0.01149,SRC-QI-ORD-2024-102336,长江存储 (YMTC),OLED柔性屏,SKU-AE-C01,ORD-2024-102336,Factory-QA-7,display_mura
QI-ORD-2024-102337-光学镜头,BATCH-京东方_BOE-202308,2023-08-30 04:11:00,FAIL,high,149,1,0.00671,SRC-QI-ORD-2024-102337,京东方 (BOE),光学镜头,SKU-AE-C01,ORD-2024-102337,Factory-QA-7,display_mura
QI-ORD-2024-102338-PCB印刷电路板,BATCH-韦尔股份_WILLSEMI-202312,2023-12-06 15:34:00,FAIL,high,155,1,0.00645,SRC-QI-ORD-2024-102338,韦尔股份 (Willsemi),PCB印刷电路板,SKU-AE-M01,ORD-2024-102338,Factory-QA-7,functional_drift
QI-ORD-2024-102339-主控芯片,BATCH-中芯国际_SMIC-202401,2024-01-04 01:41:00,FAIL,high,115,1,0.00870,SRC-QI-ORD-2024-102339,中芯国际 (SMIC),主控芯片,SKU-CE-L01,ORD-2024-102339,Factory-QA-7,functional_drift
QI-ORD-2024-102340-主控芯片,BATCH-歌尔股份_GOERTEK-202401,2024-01-21 17:02:00,FAIL,high,100,1,0.01000,SRC-QI-ORD-2024-102340,歌尔股份 (Goertek),主控芯片,SKU-AE-M01,ORD-2024-102340,Factory-QA-7,functional_drift
QI-ORD-2024-102342-闪存颗粒,BATCH-长江存储_YMTC-202402,2024-02-01 03:41:00,FAIL,high,94,1,0.01064,SRC-QI-ORD-2024-102342,长江存储 (YMTC),闪存颗粒,SKU-WE-V01,ORD-2024-102342,Line-QA-B,functional_drift
QI-ORD-2024-102343-光学镜头,BATCH-北方华创_NAURA-202310,2023-10-28 01:16:00,FAIL,high,105,1,0.00952,SRC-QI-ORD-2024-102343,北方华创 (NAURA),光学镜头,SKU-CE-P01,ORD-2024-102343,Factory-QA-7,functional_drift
QI-ORD-2024-102344-聚合物锂电池,BATCH-紫光展锐_UNISOC-202402,2024-02-23 04:25:00,FAIL,high,130,1,0.00769,SRC-QI-ORD-2024-102344,紫光展锐 (UNISOC),聚合物锂电池,SKU-WE-V01,ORD-2024-102344,Line-QA-B,capacity_drift
QI-ORD-2024-102346-聚合物锂电池,BATCH-闻泰科技_WINGTECH-202410,2024-10-04 07:44:00,FAIL,high,131,1,0.00763,SRC-QI-ORD-2024-102346,闻泰科技 (Wingtech),聚合物锂电池,SKU-CE-P01,ORD-2024-102346,Line-QA-A,capacity_drift
QI-ORD-2024-102347-散热模组,BATCH-立讯精密_LUXSHARE-202410,2024-10-04 19:13:00,FAIL,high,122,1,0.00820,SRC-QI-ORD-2024-102347,立讯精密 (Luxshare),散热模组,SKU-WE-V01,ORD-2024-102347,Factory-QA-7,connector_shift
QI-ORD-2024-102348-硅晶圆,BATCH-京东方_BOE-202306,2023-06-14 19:34:00,FAIL,high,164,1,0.00610,SRC-QI-ORD-2024-102348,京东方 (BOE),硅晶圆,SKU-WE-W01,ORD-2024-102348,Factory-QA-7,functional_drift
QI-ORD-2024-102349-散热模组,BATCH-中芯国际_SMIC-202309,2023-09-02 23:41:00,FAIL,high,95,1,0.01053,SRC-QI-ORD-2024-102349,中芯国际 (SMIC),散热模组,SKU-CE-P01,ORD-2024-102349,Line-QA-A,connector_shift
QI-ORD-2024-102352-聚合物锂电池,BATCH-立讯精密_LUXSHARE-202409,2024-09-26 01:14:00,FAIL,high,163,2,0.01227,SRC-QI-ORD-2024-102352,立讯精密 (Luxshare),聚合物锂电池,SKU-CE-P01,ORD-2024-102352,Line-QA-A,capacity_drift
QI-ORD-2024-102353-CMOS图像传感器,BATCH-歌尔股份_GOERTEK-202312,2023-12-14 23:16:00,FAIL,high,210,1,0.00476,SRC-QI-ORD-2024-102353,歌尔股份 (Goertek),CMOS图像传感器,SKU-AE-M01,ORD-2024-102353,Line-QA-B,sensor_noise
